C000   4C   F5   C5    JMP    A:00    X:00    Y:00    P:24    SP:FD       BaseAddr:C5F5    IndirAddr:0000    Absolute
D6C1   00   A9   00    LDA    A:00    X:33    Y:C6    P:26    SP:FA       BaseAddr:0000    IndirAddr:0000    Immediate
D6C3   8D   78   06    STA    A:00    X:33    Y:C6    P:26    SP:FA       BaseAddr:0678    IndirAddr:0000    Absolute
D6C6   20   BE   40    PLA    A:40    X:33    Y:C6    P:24    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D6C7   B2   40   F8    JSR    A:40    X:33    Y:C6    P:24    SP:F9       BaseAddr:F8B2    IndirAddr:0000    Absolute
F8B2   00   A9   80    LDA    A:80    X:33    Y:C6    P:A4    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F8B4   C9   D6   CD    RTS    A:80    X:33    Y:C6    P:A4    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D6CA   78   06   00    CMP    A:80    X:33    Y:C6    P:A5    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D6CD   B5   D6   F8    JSR    A:80    X:33    Y:C6    P:A5    SP:F9       BaseAddr:F8B5    IndirAddr:0000    Absolute
F8B5   00   F0   05    BEQ    A:80    X:33    Y:C6    P:A5    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F8B7   00   10   03    BPL    A:80    X:33    Y:C6    P:A5    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F8B9   00   90   01    BCC    A:80    X:33    Y:C6    P:A5    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F8BB   CF   D6   C8    RTS    A:80    X:33    Y:C6    P:A5    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D6D0   00   C8   48    INY    A:80    X:33    Y:C7    P:A5    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D6D1   00   48   A9    PHA    A:80    X:33    Y:C7    P:A5    SP:FA       BaseAddr:0000    IndirAddr:0000    Implied
D6D2   00   A9   80    LDA    A:80    X:33    Y:C7    P:A5    SP:FA       BaseAddr:0000    IndirAddr:0000    Immediate
D6D4   8D   78   06    STA    A:80    X:33    Y:C7    P:A5    SP:FA       BaseAddr:0678    IndirAddr:0000    Absolute
D6D7   CD   CF   80    PLA    A:80    X:33    Y:C7    P:A5    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D6D8   78   06   80    CMP    A:80    X:33    Y:C7    P:27    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D6DB   BF   80   F8    JSR    A:80    X:33    Y:C7    P:27    SP:F9       BaseAddr:F8BF    IndirAddr:0000    Absolute
F8BF   00   D0   05    BNE    A:80    X:33    Y:C7    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F8C1   00   30   03    BMI    A:80    X:33    Y:C7    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F8C3   00   90   01    BCC    A:80    X:33    Y:C7    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F8C5   DD   D6   C8    RTS    A:80    X:33    Y:C7    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D6DE   00   C8   48    INY    A:80    X:33    Y:C8    P:A5    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D6DF   00   48   A9    PHA    A:80    X:33    Y:C8    P:A5    SP:FA       BaseAddr:0000    IndirAddr:0000    Implied
D6E0   00   A9   81    LDA    A:81    X:33    Y:C8    P:A5    SP:FA       BaseAddr:0000    IndirAddr:0000    Immediate
D6E2   8D   78   06    STA    A:81    X:33    Y:C8    P:A5    SP:FA       BaseAddr:0678    IndirAddr:0000    Absolute
D6E5   CD   DD   80    PLA    A:80    X:33    Y:C8    P:A5    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D6E6   78   06   81    CMP    A:80    X:33    Y:C8    P:A4    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D6E9   C9   80   F8    JSR    A:80    X:33    Y:C8    P:A4    SP:F9       BaseAddr:F8C9    IndirAddr:0000    Absolute
F8C9   00   B0   05    BCS    A:80    X:33    Y:C8    P:A4    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F8CB   00   F0   03    BEQ    A:80    X:33    Y:C8    P:A4    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F8CD   00   10   01    BPL    A:80    X:33    Y:C8    P:A4    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F8CF   EB   D6   C8    RTS    A:80    X:33    Y:C8    P:A4    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D6EC   00   C8   48    INY    A:80    X:33    Y:C9    P:A4    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D6ED   00   48   A9    PHA    A:80    X:33    Y:C9    P:A4    SP:FA       BaseAddr:0000    IndirAddr:0000    Implied
D6EE   00   A9   7F    LDA    A:7F    X:33    Y:C9    P:24    SP:FA       BaseAddr:0000    IndirAddr:0000    Immediate
D6F0   8D   78   06    STA    A:7F    X:33    Y:C9    P:24    SP:FA       BaseAddr:0678    IndirAddr:0000    Absolute
D6F3   CD   EB   80    PLA    A:80    X:33    Y:C9    P:A4    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D6F4   78   06   7F    CMP    A:80    X:33    Y:C9    P:25    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D6F7   D3   80   F8    JSR    A:80    X:33    Y:C9    P:25    SP:F9       BaseAddr:F8D3    IndirAddr:0000    Absolute
F8D3   00   90   05    BCC    A:80    X:33    Y:C9    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F8D5   00   F0   03    BEQ    A:80    X:33    Y:C9    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F8D7   00   30   01    BMI    A:80    X:33    Y:C9    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F8D9   F9   D6   C8    RTS    A:80    X:33    Y:C9    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D6FA   00   C8   A9    INY    A:80    X:33    Y:CA    P:A5    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D6FB   00   A9   40    LDA    A:40    X:33    Y:CA    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
D6FD   8D   78   06    STA    A:40    X:33    Y:CA    P:25    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D700   31   D6   F9    JSR    A:40    X:33    Y:CA    P:25    SP:F9       BaseAddr:F931    IndirAddr:0000    Absolute
F931   24   01   FF    BIT    A:40    X:33    Y:CA    P:E5    SP:F9       BaseAddr:0001    IndirAddr:0000    Zero_page
F933   00   A9   40    LDA    A:40    X:33    Y:CA    P:65    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F935   00   38   60    SEC    A:40    X:33    Y:CA    P:65    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F936   02   D7   ED    RTS    A:40    X:33    Y:CA    P:65    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D703   78   06   40    SBC    A:00    X:33    Y:CA    P:27    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D706   37   D7   F9    JSR    A:00    X:33    Y:CA    P:27    SP:F9       BaseAddr:F937    IndirAddr:0000    Absolute
F937   00   30   0B    BMI    A:00    X:33    Y:CA    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F939   00   90   09    BCC    A:00    X:33    Y:CA    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F93B   00   D0   07    BNE    A:00    X:33    Y:CA    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F93D   00   70   05    BVS    A:00    X:33    Y:CA    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F93F   00   C9   00    CMP    A:00    X:33    Y:CA    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F941   00   D0   01    BNE    A:00    X:33    Y:CA    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F943   08   D7   C8    RTS    A:00    X:33    Y:CA    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D709   00   C8   A9    INY    A:00    X:33    Y:CB    P:A5    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D70A   00   A9   3F    LDA    A:3F    X:33    Y:CB    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
D70C   8D   78   06    STA    A:3F    X:33    Y:CB    P:25    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D70F   47   D7   F9    JSR    A:3F    X:33    Y:CB    P:25    SP:F9       BaseAddr:F947    IndirAddr:0000    Absolute
F947   00   B8   38    CLV    A:3F    X:33    Y:CB    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F948   00   38   A9    SEC    A:3F    X:33    Y:CB    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F949   00   A9   40    LDA    A:40    X:33    Y:CB    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F94B   11   D7   ED    RTS    A:40    X:33    Y:CB    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D712   78   06   3F    SBC    A:01    X:33    Y:CB    P:25    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D715   4C   D7   F9    JSR    A:01    X:33    Y:CB    P:25    SP:F9       BaseAddr:F94C    IndirAddr:0000    Absolute
F94C   00   F0   0B    BEQ    A:01    X:33    Y:CB    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F94E   00   30   09    BMI    A:01    X:33    Y:CB    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F950   00   90   07    BCC    A:01    X:33    Y:CB    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F952   00   70   05    BVS    A:01    X:33    Y:CB    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F954   00   C9   01    CMP    A:01    X:33    Y:CB    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F956   00   D0   01    BNE    A:01    X:33    Y:CB    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F958   17   D7   C8    RTS    A:01    X:33    Y:CB    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D718   00   C8   A9    INY    A:01    X:33    Y:CC    P:A5    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D719   00   A9   41    LDA    A:41    X:33    Y:CC    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
D71B   8D   78   06    STA    A:41    X:33    Y:CC    P:25    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D71E   5C   D7   F9    JSR    A:41    X:33    Y:CC    P:25    SP:F9       BaseAddr:F95C    IndirAddr:0000    Absolute
F95C   00   A9   40    LDA    A:40    X:33    Y:CC    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F95E   00   38   24    SEC    A:40    X:33    Y:CC    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F95F   24   01   FF    BIT    A:40    X:33    Y:CC    P:E5    SP:F9       BaseAddr:0001    IndirAddr:0000    Zero_page
F961   20   D7   ED    RTS    A:40    X:33    Y:CC    P:E5    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D721   78   06   41    SBC    A:FF    X:33    Y:CC    P:A4    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D724   62   D7   F9    JSR    A:FF    X:33    Y:CC    P:A4    SP:F9       BaseAddr:F962    IndirAddr:0000    Absolute
F962   00   B0   0B    BCS    A:FF    X:33    Y:CC    P:A4    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F964   00   F0   09    BEQ    A:FF    X:33    Y:CC    P:A4    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F966   00   10   07    BPL    A:FF    X:33    Y:CC    P:A4    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F968   00   70   05    BVS    A:FF    X:33    Y:CC    P:A4    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F96A   00   C9   FF    CMP    A:FF    X:33    Y:CC    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F96C   00   D0   01    BNE    A:FF    X:33    Y:CC    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F96E   26   D7   C8    RTS    A:FF    X:33    Y:CC    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D727   00   C8   A9    INY    A:FF    X:33    Y:CD    P:A5    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D728   00   A9   00    LDA    A:00    X:33    Y:CD    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
D72A   8D   78   06    STA    A:00    X:33    Y:CD    P:27    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D72D   72   D7   F9    JSR    A:00    X:33    Y:CD    P:27    SP:F9       BaseAddr:F972    IndirAddr:0000    Absolute
F972   00   18   A9    CLC    A:00    X:33    Y:CD    P:26    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F973   00   A9   80    LDA    A:80    X:33    Y:CD    P:A4    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F975   2F   D7   ED    RTS    A:80    X:33    Y:CD    P:A4    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D730   78   06   00    SBC    A:7F    X:33    Y:CD    P:65    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D733   76   D7   F9    JSR    A:7F    X:33    Y:CD    P:65    SP:F9       BaseAddr:F976    IndirAddr:0000    Absolute
F976   00   90   05    BCC    A:7F    X:33    Y:CD    P:65    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F978   00   C9   7F    CMP    A:7F    X:33    Y:CD    P:67    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F97A   00   D0   01    BNE    A:7F    X:33    Y:CD    P:67    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F97C   35   D7   C8    RTS    A:7F    X:33    Y:CD    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D736   00   C8   A9    INY    A:7F    X:33    Y:CE    P:E5    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D737   00   A9   7F    LDA    A:7F    X:33    Y:CE    P:65    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
D739   8D   78   06    STA    A:7F    X:33    Y:CE    P:65    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D73C   80   D7   F9    JSR    A:7F    X:33    Y:CE    P:65    SP:F9       BaseAddr:F980    IndirAddr:0000    Absolute
F980   00   38   A9    SEC    A:7F    X:33    Y:CE    P:65    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F981   00   A9   81    LDA    A:81    X:33    Y:CE    P:E5    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F983   3E   D7   ED    RTS    A:81    X:33    Y:CE    P:E5    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D73F   78   06   7F    SBC    A:02    X:33    Y:CE    P:65    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D742   84   D7   F9    JSR    A:02    X:33    Y:CE    P:65    SP:F9       BaseAddr:F984    IndirAddr:0000    Absolute
F984   00   50   07    BVC    A:02    X:33    Y:CE    P:65    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F986   00   90   05    BCC    A:02    X:33    Y:CE    P:65    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F988   00   C9   02    CMP    A:02    X:33    Y:CE    P:67    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F98A   00   D0   01    BNE    A:02    X:33    Y:CE    P:67    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F98C   44   D7   C8    RTS    A:02    X:33    Y:CE    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D745   00   C8   A9    INY    A:02    X:33    Y:CF    P:E5    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D746   00   A9   40    LDA    A:40    X:33    Y:CF    P:65    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
D748   8D   78   06    STA    A:40    X:33    Y:CF    P:65    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D74B   89   D7   F8    JSR    A:40    X:33    Y:CF    P:65    SP:F9       BaseAddr:F889    IndirAddr:0000    Absolute
F889   24   01   FF    BIT    A:40    X:33    Y:CF    P:E5    SP:F9       BaseAddr:0001    IndirAddr:0000    Zero_page
F88B   00   A9   40    LDA    A:40    X:33    Y:CF    P:65    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F88D   4D   D7   AA    RTS    A:40    X:33    Y:CF    P:65    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D74E   00   AA   EC    TAX    A:40    X:40    Y:CF    P:65    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D74F   78   06   40    CPX    A:40    X:40    Y:CF    P:67    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D752   8E   D7   F8    JSR    A:40    X:40    Y:CF    P:67    SP:F9       BaseAddr:F88E    IndirAddr:0000    Absolute
F88E   00   30   07    BMI    A:40    X:40    Y:CF    P:67    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F890   00   90   05    BCC    A:40    X:40    Y:CF    P:67    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F892   00   D0   03    BNE    A:40    X:40    Y:CF    P:67    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F894   00   50   01    BVC    A:40    X:40    Y:CF    P:67    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F896   54   D7   C8    RTS    A:40    X:40    Y:CF    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D755   00   C8   A9    INY    A:40    X:40    Y:D0    P:E5    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D756   00   A9   3F    LDA    A:3F    X:40    Y:D0    P:65    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
D758   8D   78   06    STA    A:3F    X:40    Y:D0    P:65    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D75B   9A   D7   F8    JSR    A:3F    X:40    Y:D0    P:65    SP:F9       BaseAddr:F89A    IndirAddr:0000    Absolute
F89A   00   B8   60    CLV    A:3F    X:40    Y:D0    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F89B   5D   D7   EC    RTS    A:3F    X:40    Y:D0    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D75E   78   06   3F    CPX    A:3F    X:40    Y:D0    P:25    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D761   9C   D7   F8    JSR    A:3F    X:40    Y:D0    P:25    SP:F9       BaseAddr:F89C    IndirAddr:0000    Absolute
F89C   00   F0   07    BEQ    A:3F    X:40    Y:D0    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F89E   00   30   05    BMI    A:3F    X:40    Y:D0    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F8A0   00   90   03    BCC    A:3F    X:40    Y:D0    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F8A2   00   70   01    BVS    A:3F    X:40    Y:D0    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F8A4   63   D7   C8    RTS    A:3F    X:40    Y:D0    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D764   00   C8   A9    INY    A:3F    X:40    Y:D1    P:A5    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D765   00   A9   41    LDA    A:41    X:40    Y:D1    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
D767   8D   78   06    STA    A:41    X:40    Y:D1    P:25    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D76A   78   06   41    CPX    A:41    X:40    Y:D1    P:A4    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D76D   A8   D7   F8    JSR    A:41    X:40    Y:D1    P:A4    SP:F9       BaseAddr:F8A8    IndirAddr:0000    Absolute
F8A8   00   F0   05    BEQ    A:41    X:40    Y:D1    P:A4    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F8AA   00   10   03    BPL    A:41    X:40    Y:D1    P:A4    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F8AC   00   10   01    BPL    A:41    X:40    Y:D1    P:A4    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F8AE   6F   D7   C8    RTS    A:41    X:40    Y:D1    P:A4    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D770   00   C8   A9    INY    A:41    X:40    Y:D2    P:A4    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
D771   00   A9   00    LDA    A:00    X:40    Y:D2    P:26    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
D773   8D   78   06    STA    A:00    X:40    Y:D2    P:26    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
D776   B2   D7   F8    JSR    A:00    X:40    Y:D2    P:26    SP:F9       BaseAddr:F8B2    IndirAddr:0000    Absolute
F8B2   00   A9   80    LDA    A:80    X:40    Y:D2    P:A4    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F8B4   78   D7   AA    RTS    A:80    X:40    Y:D2    P:A4    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
